kp,pipeline_id,pipeline_code,pipeline_name,latitude,longitude,elevation,slope_deg,river_proximity_km,fault_distance_km,soil_type,soil_risk,flooding_index,earthquake_factor,erosion_factor,landslide_index,soil_corrosivity_index,hoop_stress_ratio,pipe_diameter_inches,operating_pressure_psig,pipe_material,design_wall_thickness_mm,operational_age_years,corrosion_rate_mm_per_year,thickness_loss_mm,remaining_wall_thickness_mm,material_loss_percent,degradation_condition,failure_probability,failure_probability_percent,risk_class,primary_hazard,failure_code,diagnostic_message,remediation_plan
41.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.476542,6.192195,190.0,2.75,122.11,108.27,Stable Sandy Loam,0,0.158,0.064,0.113,0.242,0.276,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.17,2.72,13.18,17.1,Moderate,0.1081,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 41.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
42.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.484724,6.195954,215.0,2.52,121.11,107.39,Expansive Shale & Rocky Outcrop,2,0.119,0.03,0.128,0.256,0.633,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.308,4.93,10.97,31.0,Moderate,0.1322,13.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 42.0: High external corrosion hazard (13.2%) resulting from saturated groundwater (Corrosivity Index 0.633) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
43.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.492905,6.199713,234.0,1.83,120.11,106.0,Expansive Shale & Rocky Outcrop,2,0.105,0.032,0.092,0.219,0.6,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.294,4.7,11.2,29.6,Moderate,0.1181,11.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 43.0: High external corrosion hazard (11.8%) resulting from saturated groundwater (Corrosivity Index 0.6) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
44.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.501086,6.203472,247.0,1.2,119.11,105.48,Expansive Shale & Rocky Outcrop,2,0.061,0.067,0.06,0.234,0.578,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.291,4.66,11.24,29.3,Moderate,0.1122,11.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 44.0: High external corrosion hazard (11.2%) resulting from saturated groundwater (Corrosivity Index 0.578) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
45.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.509268,6.207231,255.0,1.89,118.11,104.22,Expansive Shale & Rocky Outcrop,2,0.088,0.061,0.073,0.243,0.564,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.281,4.5,11.4,28.3,Moderate,0.1175,11.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 45.0: High external corrosion hazard (11.8%) resulting from saturated groundwater (Corrosivity Index 0.564) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
46.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.517449,6.21099,280.0,0.4,117.11,103.37,Expansive Shale & Rocky Outcrop,2,0.064,0.056,0.05,0.223,0.522,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.243,3.89,12.01,24.5,Moderate,0.1038,10.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 46.0: High external corrosion hazard (10.4%) resulting from saturated groundwater (Corrosivity Index 0.522) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
47.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.525631,6.214749,262.0,1.09,116.11,102.22,Expansive Shale & Rocky Outcrop,2,0.044,0.03,0.055,0.22,0.552,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.278,4.45,11.45,28.0,Moderate,0.0995,10.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 47.0: High external corrosion hazard (10.0%) resulting from saturated groundwater (Corrosivity Index 0.552) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
48.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.533812,6.218508,261.0,2.29,115.11,101.14,Expansive Shale & Rocky Outcrop,2,0.068,0.03,0.079,0.258,0.554,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.253,4.05,11.85,25.5,Moderate,0.112,11.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 48.0: High external corrosion hazard (11.2%) resulting from saturated groundwater (Corrosivity Index 0.554) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
49.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.541994,6.222267,302.0,2.12,114.11,100.27,Expansive Shale & Rocky Outcrop,2,0.04,0.046,0.083,0.283,0.484,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.258,4.13,11.77,26.0,Moderate,0.1069,10.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 49.0: High external corrosion hazard (10.7%) resulting from saturated groundwater (Corrosivity Index 0.484) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
50.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.550175,6.226026,298.0,0.57,113.11,99.23,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.05,0.223,0.491,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.243,3.89,12.01,24.5,Moderate,0.0934,9.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 50.0: High external corrosion hazard (9.3%) resulting from saturated groundwater (Corrosivity Index 0.491) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
51.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.558357,6.229785,292.0,0.46,112.11,98.27,Expansive Shale & Rocky Outcrop,2,0.041,0.045,0.074,0.232,0.501,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.259,4.14,11.76,26.0,Moderate,0.0999,10.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 51.0: High external corrosion hazard (10.0%) resulting from saturated groundwater (Corrosivity Index 0.501) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
52.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.566538,6.233545,290.0,0.06,111.11,97.5,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.05,0.209,0.504,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.267,4.27,11.63,26.9,Moderate,0.0924,9.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 52.0: High external corrosion hazard (9.2%) resulting from saturated groundwater (Corrosivity Index 0.504) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
53.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.57472,6.237304,291.0,0.74,110.11,96.08,Expansive Shale & Rocky Outcrop,2,0.062,0.03,0.093,0.224,0.503,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.235,3.76,12.14,23.6,Moderate,0.1024,10.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 53.0: High external corrosion hazard (10.2%) resulting from saturated groundwater (Corrosivity Index 0.503) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
54.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.582901,6.241063,303.0,0.0,109.11,95.24,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.05,0.221,0.482,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.245,3.92,11.98,24.7,Moderate,0.0923,9.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 54.0: High external corrosion hazard (9.2%) resulting from saturated groundwater (Corrosivity Index 0.482) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
55.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.591082,6.244822,291.0,0.0,108.11,94.14,Expansive Shale & Rocky Outcrop,2,0.046,0.052,0.05,0.198,0.503,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.236,3.78,12.12,23.8,Moderate,0.0945,9.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 55.0: High external corrosion hazard (9.4%) resulting from saturated groundwater (Corrosivity Index 0.503) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
56.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.599264,6.248581,303.0,1.09,107.11,93.07,Expansive Shale & Rocky Outcrop,2,0.041,0.03,0.068,0.259,0.482,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.227,3.63,12.27,22.8,Moderate,0.0999,10.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 56.0: High external corrosion hazard (10.0%) resulting from saturated groundwater (Corrosivity Index 0.482) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
57.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.607445,6.25234,310.0,0.06,106.11,92.31,Expansive Shale & Rocky Outcrop,2,0.04,0.067,0.05,0.228,0.47,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.241,3.86,12.04,24.3,Moderate,0.097,9.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 57.0: High external corrosion hazard (9.7%) resulting from saturated groundwater (Corrosivity Index 0.47) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
58.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.615627,6.256099,304.0,1.6,105.11,91.0,Expansive Shale & Rocky Outcrop,2,0.04,0.066,0.084,0.283,0.48,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.258,4.13,11.77,26.0,Moderate,0.1092,10.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 58.0: High external corrosion hazard (10.9%) resulting from saturated groundwater (Corrosivity Index 0.48) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
59.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.623808,6.259858,282.0,0.97,104.11,90.12,Expansive Shale & Rocky Outcrop,2,0.04,0.046,0.056,0.246,0.518,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.273,4.37,11.53,27.5,Moderate,0.1019,10.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 59.0: High external corrosion hazard (10.2%) resulting from saturated groundwater (Corrosivity Index 0.518) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
60.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.63199,6.263617,287.0,0.06,103.11,89.21,Expansive Shale & Rocky Outcrop,2,0.04,0.056,0.05,0.215,0.51,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.251,4.02,11.88,25.3,Moderate,0.0972,9.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 60.0: High external corrosion hazard (9.7%) resulting from saturated groundwater (Corrosivity Index 0.51) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
61.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.640171,6.267376,283.0,0.46,102.11,88.4,Expansive Shale & Rocky Outcrop,2,0.04,0.047,0.05,0.218,0.516,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.243,3.89,12.01,24.5,Moderate,0.097,9.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 61.0: High external corrosion hazard (9.7%) resulting from saturated groundwater (Corrosivity Index 0.516) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
62.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.648353,6.271135,295.0,1.66,101.11,87.45,Expansive Shale & Rocky Outcrop,2,0.055,0.03,0.05,0.248,0.496,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.254,4.06,11.84,25.5,Moderate,0.1003,10.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 62.0: High external corrosion hazard (10.0%) resulting from saturated groundwater (Corrosivity Index 0.496) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
63.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.656534,6.274894,312.0,2.46,100.11,86.39,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.084,0.311,0.467,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.237,3.79,12.11,23.8,Moderate,0.1077,10.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 63.0: High external corrosion hazard (10.8%) resulting from saturated groundwater (Corrosivity Index 0.467) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
64.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.664716,6.278653,338.0,2.69,99.11,85.62,Expansive Shale & Rocky Outcrop,2,0.04,0.052,0.09,0.329,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.232,3.71,12.19,23.3,Moderate,0.1105,11.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 64.0: Stable terrain conditions (11.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
65.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.672897,6.282412,359.0,2.06,98.11,84.46,Expansive Shale & Rocky Outcrop,2,0.057,0.03,0.054,0.331,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.227,3.63,12.27,22.8,Moderate,0.1079,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 65.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
66.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.681078,6.286171,374.0,1.26,97.11,83.22,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.101,0.289,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.216,3.46,12.44,21.8,Moderate,0.1026,10.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 66.0: Stable terrain conditions (10.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
67.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.68926,6.28993,381.0,0.92,96.11,82.2,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.064,0.275,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.235,3.76,12.14,23.6,Moderate,0.0971,9.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 67.0: Stable terrain conditions (9.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
68.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.697441,6.293689,390.0,1.2,95.11,81.21,Expansive Shale & Rocky Outcrop,2,0.04,0.063,0.08,0.31,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.216,3.46,12.44,21.8,Moderate,0.1081,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 68.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
69.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.705623,6.297448,402.0,1.15,94.11,80.28,Expansive Shale & Rocky Outcrop,2,0.041,0.07,0.08,0.317,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.233,3.73,12.17,23.5,Moderate,0.1103,11.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 69.0: Stable terrain conditions (11.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
70.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.713804,6.301207,410.0,0.0,93.11,79.37,Expansive Shale & Rocky Outcrop,2,0.04,0.044,0.081,0.263,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.231,3.7,12.2,23.3,Moderate,0.0986,9.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 70.0: Stable terrain conditions (9.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
71.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.721986,6.304966,402.0,1.55,92.11,78.22,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.071,0.34,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.217,3.47,12.43,21.8,Moderate,0.1077,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 71.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
72.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.730167,6.308725,383.0,2.63,91.11,77.51,Expansive Shale & Rocky Outcrop,2,0.047,0.067,0.076,0.354,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.209,3.34,12.56,21.0,Moderate,0.1163,11.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 72.0: Stable terrain conditions (11.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
73.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.738349,6.312485,356.0,0.34,90.11,76.72,Expansive Shale & Rocky Outcrop,2,0.054,0.043,0.079,0.256,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.228,3.65,12.25,23.0,Moderate,0.0997,10.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 73.0: Stable terrain conditions (10.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
74.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.74653,6.316244,377.0,0.8,89.11,75.19,Expansive Shale & Rocky Outcrop,2,0.046,0.03,0.087,0.297,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.232,3.71,12.19,23.3,Moderate,0.1036,10.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 74.0: Stable terrain conditions (10.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
75.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.754712,6.320003,370.0,2.18,88.11,74.17,Expansive Shale & Rocky Outcrop,2,0.04,0.03,0.077,0.317,0.43,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.241,3.86,12.04,24.3,Moderate,0.1047,10.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 75.0: Stable terrain conditions (10.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
